การเคี่ยว	k aː AE n kʰ i AD a̯ w AC
การเงิน	k aː AE n ŋ ɤ AD n
การเจริญ	k aː AE n t ɕ a AD r ɤː AE n
การเจอ	k aː AE n t ɕ ɤː AE
การเจียน	k aː AE n t ɕ i AD a̯ n
การเฉลย	k aː AE n t ɕʰ a AD l ɤː AE j AB
การเชิญ	k aː AE n t ɕʰ ɤː AE n
การเช่า	k aː AE n t ɕʰ a AD w AC
การเดิน	k aː AE n d ɤː AE n
การเดินทาง	k aː AE n d ɤː AE n tʰ aː AE ŋ
การเตรียมตัว	k aː AE n t r i AD a̯ m t u AF a̯
การเต้นรำ	k aː AE n t e AD n r a AD m
การเต้า	k aː AE n t a AD w AC
การเท	k aː AE n tʰ eː AE
การเทศนา	k aː AE n tʰ eː AE s a AD n aː AE
การเทศน์	k aː AE n tʰ eː AE t̚
การเบิก	k aː AE n b ɤː AE k̚
การเบิกความ	k aː AE n b ɤː AE k̚ kʰ w AC aː AE m
การเปรียบเทียบ	k aː AE n p r i AD a̯ p̚ tʰ i AD a̯ p̚
การเปลี่ยน	k aː AE n p l i AD a̯ n
การเปลี่ยนแปลง	k aː AE n p l i AD a̯ n p l ɛː AE ŋ
การเปิด	k aː AE n p ɤː AE t̚
การเปิดตัว	k aː AE n p ɤː AE t̚ t u AF a̯
การเปิดโปง	k aː AE n p ɤː AE t̚ p oː AG ŋ
การเผชิญ	k aː AE n pʰ a AD t ɕʰ ɤː AE n
การเผา	k aː AE n pʰ a AD w AC
การเฝ้า	k aː AE n f a AD w AC
การเพาะ	k aː AE n pʰ ɔ AF ʔ
การเพิกถอน	k aː AE n pʰ ɤː AE k̚ tʰ ɔː AG n
การเพิ่ม	k aː AE n pʰ ɤː AE m
การเพ้อเจ้อ	k aː AE n pʰ ɤː AE t ɕ ɤː AE
การเมือง	k aː AE n m ɯ AD a̯ ŋ
การเยียวยา	k aː AE n j AB i AD a̯ w AC j AB aː AE
การเริ่ม	k aː AE n r ɤː AE m
การเรียน	k aː AE n r i AD a̯ n
การเรียนรู้	k aː AE n r i AD a̯ n r uː AG
การเรียนรู้เชิงลึก	k aː AE n r i AD a̯ n r uː AG t ɕʰ ɤː AE ŋ l ɯ AD k̚
การเลิก	k aː AE n l ɤː AE k̚
การเลี้ยง	k aː AE n l i AD a̯ ŋ
การเลี้ยวเบน	k aː AE n l i AD a̯ w AC b eː AE n
การเลือกตั้ง	k aː AE n l ɯ AD a̯ k̚ t a AD ŋ
การเลือกตั้งทั่วไป	k aː AE n l ɯ AD a̯ k̚ t a AD ŋ tʰ u AF a̯ p a AD j AB
การเลือกปฏิบัติ	k aː AE n l ɯ AD a̯ k̚ p a AD t i AD b a AD t̚
การเล่น	k aː AE n l e AD n
การเล่นลิ้น	k aː AE n l e AD n l i AD n
การเล่นแร่แปรธาตุ	k aː AE n l e AD n r ɛː AE p r ɛː AE tʰ aː AE t̚
การเวก	k aː AE r a AD w AC eː AE k̚
การเวทนา	k aː AE n w AC eː AE t̚ tʰ a AD n aː AE
การเสก	k aː AE n s eː AE k̚
การเสด็จ	k aː AE n s a AD d e AD t̚
การเสย	k aː AE n s ɤː AE j AB
การเสร่อ	k aː AE n s a AD r ɤː AE
การเสียโฉม	k aː AE n s i AD a̯ t ɕʰ oː AG m
การเสือก	k aː AE n s ɯ AD a̯ k̚
การเห็น	k aː AE n h AA e AD n
การเห็นชอบ	k aː AE n h AA e AD n t ɕʰ ɔː AG p̚
การเอาผิด	k aː AE n ʔ a AD w AC pʰ i AD t̚
การแกล้ง	k aː AE n k l ɛː AE ŋ
การแก้ไขเพิ่มเติม	k aː AE n k ɛː AE kʰ a AD j AB pʰ ɤː AE m t ɤː AE m
การแข็งตัว	k aː AE n kʰ ɛ AD ŋ t u AF a̯
การแข็งตัวขององคชาต	k aː AE n kʰ ɛ AD ŋ t u AF a̯ kʰ ɔː AG ŋ ʔ o AF ŋ kʰ a AD t ɕʰ aː AE t̚
การแข่ง	k aː AE n kʰ ɛ AD ŋ
การแข่งขัน	k aː AE n kʰ ɛ AD ŋ kʰ a AD n
การแจกแจง	k aː AE n t ɕ ɛː AE k̚ t ɕ ɛː AE ŋ
การแจกแจงความน่าจะเป็น	k aː AE n t ɕ ɛː AE k̚ t ɕ ɛː AE ŋ kʰ w AC aː AE m n aː AE t ɕ a AD p e AD n
การแจง	k aː AE n t ɕ ɛː AE ŋ
การแจ้ง	k aː AE n t ɕ ɛː AE ŋ
การแจ้งความ	k aː AE n t ɕ ɛː AE ŋ kʰ w AC aː AE m
การแฉ	k aː AE n t ɕʰ ɛː AE
การแซะ	k aː AE n s ɛ AD ʔ
การแตกหน่อ	k aː AE n t ɛː AE k̚ n ɔː AG
การแต่งงาน	k aː AE n t ɛː AE ŋ ŋ aː AE n
การแต๊ะอั๋ง	k aː AE n t ɛ AD ʔ ʔ a AD ŋ
การแถ	k aː AE n tʰ ɛː AE
การแถลงการณ์	k aː AE n tʰ a AD l ɛː AE ŋ k aː AE n
การแทรก	k aː AE n s ɛː AE k̚
การแทรกแซง	k aː AE n s ɛː AE k̚ s ɛː AE ŋ
การแท้ง	k aː AE n tʰ ɛ AD ŋ
การแบ่ง	k aː AE n b ɛ AD ŋ
การแบ่งแยก	k aː AE n b ɛ AD ŋ j AB ɛː AE k̚
การแปล	k aː AE n p l ɛː AE
การแปลภาษาอัตโนมัติ	k aː AE n p l ɛː AE pʰ aː AE s aː AE ʔ a AD t̚ t a AD n oː AG m a AD t̚
การแป้ก	k aː AE n p ɛ AD k̚
การแสดง	k aː AE n s a AD d ɛː AE ŋ
การแห่	k aː AE n h AA ɛː AE
การแอ๊บแบ๊ว	k aː AE n ʔ ɛ AD p̚ b ɛ AD w AC
การโกงกิน	k aː AE n k oː AG ŋ k i AD n
การโกหก	k aː AE n k oː AG h AA o AF k̚
การโฆษณา	k aː AE n kʰ oː AG t̚ s a AD n aː AE
การโฆษณาชวนเชื่อ	k aː AE n kʰ oː AG t̚ s a AD n aː AE t ɕʰ u AF a̯ n t ɕʰ ɯ AD a̯
การโจมตี	k aː AE n t ɕ oː AG m t iː AE
การโทรม	k aː AE n s oː AG m
การโยน	k aː AE n j AB oː AG n
การโอน	k aː AE n ʔ oː AG n
การใช้	k aː AE n t ɕʰ a AD j AB
การใช้บังคับ	k aː AE n t ɕʰ a AD j AB b a AD ŋ kʰ a AD p̚
การใส่ไฟ	k aː AE n s a AD j AB f a AD j AB
การให้	k aː AE n h AA a AD j AB
การให้การ	k aː AE n h AA a AD j AB k aː AE n
การให้โดยเสน่หา	k aː AE n h AA a AD j AB d oː AG j AB s a AD n eː AE h AA aː AE
การไกล่เกลี่ย	k aː AE n k l a AD j AB k l i AD a̯
การไข่	k aː AE n kʰ a AD j AB
การได้	k aː AE n d aː AE j AB
การได้ยิน	k aː AE n d aː AE j AB j AB i AD n
การได้หน้า	k aː AE n d aː AE j AB n aː AE
การไต่สวน	k aː AE n t a AD j AB s u AF a̯ n
การไป	k aː AE n p a AD j AB
การไล่ตามติดพัน	k aː AE n l a AD j AB t aː AE m t i AD t̚ pʰ a AD n
การไว้วางใจ	k aː AE n w AC a AD j AB w AC aː AE ŋ t ɕ a AD j AB
การไหวหวั่น	k aː AE n w AC a AD j AB h AA w AC a AD n
การไหว้	k aː AE n w AC aː AE j AB
การ์ด	k aː AE t̚
การ์ตูน	k aː AE t uː AG n
กาล	k aː AE l a AD
กาลกิณี	k aː AE l a AD k i AD n iː AE
กาลครั้งหนึ่ง	k aː AE l a AD kʰ r a AD ŋ n ɯ AD ŋ
กาละเทศะ	k aː AE l a AD tʰ eː AE s a AD ʔ
กาลักน้ำ	k aː AE l a AD k̚ n aː AE m
กาลานุกรม	k aː AE l aː AE n u AF k r o AF m
กาลิเซีย	k aː AE l i AD s i AD a̯
กาลี	k aː AE l iː AE
กาลเทศะ	k aː AE l a AD tʰ eː AE s a AD ʔ
กาว	k aː AE w AC
กาสิโน	k aː AE s i AD n oː AG
กาหลง	k aː AE l o AF ŋ
กาฬ	k aː AE l a AD
กาฬสินธุ์	k aː AE l a AD s i AD n
กาฬโรค	k aː AE l a AD r oː AG k̚
กาเมลัน	k aː AE m eː AE l a AD n
กาเรียน	k aː AE r i AD a̯ n
กาแฟ	k aː AE f ɛː AE
กาแฟขี้ชะมด	k aː AE f ɛː AE kʰ iː AE t ɕʰ a AD m o AF t̚
กาแฟเย็น	k aː AE f ɛː AE j AB e AD n
กาแล็กซี	k aː AE l ɛ AD k̚ s iː AE
กำ	k a AD m
กำกวม	k a AD m k u AF a̯ m
กำกับ	k a AD m k a AD p̚
กำขี้ดีกว่ากำตด	k a AD m kʰ iː AE d iː AE k w AC aː AE k a AD m t o AF t̚
กำจัด	k a AD m t ɕ a AD t̚
กำนัน	k a AD m n a AD n
กำนัล	k a AD m n a AD n
กำบัง	k a AD m b a AD ŋ
กำปั่น	k a AD m p a AD n
กำปั้น	k a AD m p a AD n
กำพร้า	k a AD m pʰ r aː AE
กำพืด	k a AD m pʰ ɯː AE t̚
กำมะถัน	k a AD m m a AD tʰ a AD n
กำมะถันแดง	k a AD m m a AD tʰ a AD n d ɛː AE ŋ
กำมะหยี	k a AD m m a AD j AB iː AE
กำมะหยี่	k a AD m m a AD j AB iː AE
กำยาน	k a AD m j AB aː AE n
กำยำ	k a AD m j AB a AD m
กำราบ	k a AD m r aː AE p̚
กำลัง	k a AD m l a AD ŋ
กำลังใจ	k a AD m l a AD ŋ t ɕ a AD j AB
กำสรวล	k a AD m s u AF a̯ n
กำหนด	k a AD m n o AF t̚
กำหนดการ	k a AD m n o AF t̚ k aː AE n
กำหนัด	k a AD m n a AD t̚
กำเดา	k a AD m d a AD w AC
กำเนิด	k a AD m n ɤː AE t̚
กำเริบ	k a AD m r ɤː AE p̚
กำแพง	k a AD m pʰ ɛː AE ŋ
กำแพงเพชร	k a AD m pʰ ɛː AE ŋ pʰ e AD t̚
กำแหง	k a AD m h AA ɛː AE ŋ
กำไร	k a AD m r a AD j AB
กำไล	k a AD m l a AD j AB
กิจ	k i AD t̚
กิจกรรม	k i AD t̚ t ɕ a AD k a AD m
กิจการ	k i AD t̚ t ɕ a AD k aː AE n
กิจการของอัครทูต	k i AD t̚ t ɕ a AD k aː AE n kʰ ɔː AG ŋ ʔ a AD k̚ kʰ r a AD tʰ uː AG t̚
กิช	k i AD t ɕʰ
กิตติคุณ	k i AD t̚ t i AD kʰ u AF n
กิน	k i AD n
กินข้าว	k i AD n kʰ aː AE w AC
กินข้าวแดง	k i AD n kʰ aː AE w AC d ɛː AE ŋ
กินครึ่งทิ้งครึ่ง	k i AD n kʰ r ɯ AD ŋ tʰ i AD ŋ kʰ r ɯ AD ŋ
กินตับ	k i AD n t a AD p̚
กินทิ้งกินขว้าง	k i AD n tʰ i AD ŋ k i AD n kʰ w AC aː AE ŋ
กินนร	k i AD n n ɔː AG n
กินบนเรือนขี้บนหลังคา	k i AD n b o AF n r ɯ AD a̯ n kʰ iː AE b o AF n l a AD ŋ kʰ aː AE
กินรี	k i AD n n a AD r iː AE
กินล้างกินผลาญ	k i AD n l aː AE ŋ k i AD n pʰ l aː AE n
กินหญ้า	k i AD n j AB aː AE
กินี	k i AD n iː AE
กินเจ	k i AD n t ɕ eː AE
กินเด็ก	k i AD n d e AD k̚
กินเมือง	k i AD n m ɯ AD a̯ ŋ
กินแกลบ	k i AD n k l ɛː AE p̚
กินแหนง	k i AD n n ɛː AE ŋ
กินใจ	k i AD n t ɕ a AD j AB
กินไข่แดง	k i AD n kʰ a AD j AB d ɛː AE ŋ
กิมจิ	k i AD m t ɕ i AD ʔ
กิริณี	k i AD r i AD n iː AE
กิริยา	k i AD r i AD j AB aː AE
กิเลน	k i AD l eː AE n
กิเลส	k i AD l eː AE t̚ s a AD
กิโมโน	k i AD m oː AG n oː AG
กิโยตีน	k i AD j AB oː AG t iː AE n
กิโล	k i AD l oː AG
กิโลกรัม	k i AD l oː AG k r a AD m
กิโลฯ	k i AD l oː AG
กิโลเมตร	k i AD l oː AG m eː AE t̚
กิโลไบต์	k i AD l oː AG b a AD j AB
กิ่ง	k i AD ŋ
กิ่งทองใบหยก	k i AD ŋ tʰ ɔː AG ŋ b a AD j AB j AB o AF k̚
กิ่งไม้	k i AD ŋ m aː AE j AB
กิ้งกือ	k i AD ŋ k ɯː AE
กิ้งก่า	k i AD ŋ k aː AE
กิ้งก่าได้ทอง	k i AD ŋ k aː AE d aː AE j AB tʰ ɔː AG ŋ
กิ๊ก	k i AD k̚
กีฏ	k iː AE t a AD
กีฏวิทยา	k iː AE t a AD w AC i AD t̚ tʰ a AD j AB aː AE
กีด	k iː AE t̚
กีดขวาง	k iː AE t̚ kʰ w AC aː AE ŋ
กีตาร์	k iː AE t aː AE
กีบ	k iː AE p̚
กีวี	k iː AE w AC iː AE
กีฬา	k iː AE l aː AE
กีโต	k iː AE t oː AG
กี่	k iː AE
กี้	k iː AE
กึ่ง	k ɯ AD ŋ
กึ่งโลหะ	k ɯ AD ŋ l oː AG h AA a AD ʔ
กึ๋น	k ɯ AD n
กือราเซา	k ɯː AE r aː AE s a AD w AC
กุ	k u AF ʔ
กุญชร	k u AF n t ɕʰ ɔː AG n
กุญแจ	k u AF n t ɕ ɛː AE
กุญแจซอล	k u AF n t ɕ ɛː AE s ɔ AF n
กุญแจผี	k u AF n t ɕ ɛː AE pʰ iː AE
กุญแจมือ	k u AF n t ɕ ɛː AE m ɯː AE
กุฎี	k u AF d iː AE
กุฎุมพี	k u AF d u AF m pʰ iː AE
กุฏฐัง	k u AF t̚ tʰ a AD ŋ
กุฏิ	k u AF t i AD ʔ
กุณฑี	k u AF n tʰ iː AE
กุณโฑ	k u AF n tʰ oː AG
กุด	k u AF t̚
กุดัง	k u AF d a AD ŋ
กุน	k u AF n
กุนซือ	k u AF n s ɯː AE
กุนศก	k u AF n s o AF k̚
กุนเชียง	k u AF n t ɕʰ i AD a̯ ŋ
กุม	k u AF m
กุมปันหญี	k u AF m p a AD n j AB iː AE
กุมปันหยี	k u AF m p a AD n j AB iː AE
กุมภ	k u AF m
กุมภา	k u AF m pʰ aː AE
กุมภาพันธ์	k u AF m pʰ aː AE pʰ a AD n
กุมภ์	k u AF m
กุมมือ	k u AF m m ɯː AE
กุมาร	k u AF m aː AE r a AD
กุมารี	k u AF m aː AE r iː AE
กุย	k u AF j AB
กุยช่าย	k u AF j AB t ɕʰ aː AE j AB
กุล	k u AF n
กุลบดี	k u AF n l a AD b ɔː AG d iː AE
กุลพันธ์	k u AF l a AD pʰ a AD n
กุลี	k u AF l iː AE
กุศล	k u AF s o AF n l a AD
กุหลาบ	k u AF l aː AE p̚
กุ้ง	k u AF ŋ
กุ้งมังกร	k u AF ŋ m a AD ŋ k ɔː AG n
กุ้งยิง	k u AF ŋ j AB i AD ŋ
กุ้งร้อยขา	k u AF ŋ r ɔː AG j AB kʰ aː AE
กุ้งหอยปูปลา	k u AF ŋ h AA ɔ AF j AB p uː AG p l aː AE
กุ้งแห้ง	k u AF ŋ h AA ɛː AE ŋ
กุ๊ก	k u AF k̚
กุ๊ย	k u AF j AB
กู	k uː AG
กูด	k uː AG t̚
กูปรี	k uː AG p r iː AE
กูลั่น	k uː AG l a AD n
กูเกิล	k uː AG k ɤ AD n
กู่	k uː AG
กู่ฉิน	k uː AG t ɕʰ i AD n
กู้	k uː AG
กู้ภัย	k uː AG pʰ a AD j AB
กเทย	k a AD tʰ ɤː AE j AB
ก็	k ɔː AG
ก็ดี	k ɔː AG d iː AE
ก็อป	k ɔ AF p̚
ก็แล้วกัน	k ɔː AG l ɛː AE w AC k a AD n
ก็ได้	k ɔː AG d aː AE j AB
ก่วม	k u AF a̯ m
ก่อ	k ɔː AG
ก่อการร้าย	k ɔː AG k aː AE n r aː AE j AB
ก่อตั้ง	k ɔː AG t a AD ŋ
ก่อน	k ɔː AG n
ก่อสร้าง	k ɔː AG s aː AE ŋ
ก่าย	k aː AE j AB
ก้น	k o AF n
ก้นกบ	k o AF n k o AF p̚
ก้นครัว	k o AF n kʰ r u AF a̯
ก้นหอย	k o AF n h AA ɔ AF j AB
ก้ม	k o AF m
ก้มหน้า	k o AF m n aː AE
ก้อง	k ɔ AF ŋ
ก้อน	k ɔː AG n
ก้อนหิน	k ɔː AG n h AA i AD n
ก้อย	k ɔ AF j AB
ก้าง	k aː AE ŋ
ก้างขวางคอ	k aː AE ŋ kʰ w AC aː AE ŋ kʰ ɔː AG
ก้าน	k aː AE n
ก้านควบคุม	k aː AE n kʰ u AF a̯ p̚ kʰ u AF m
ก้านชูอับเรณู	k aː AE n t ɕʰ uː AG ʔ a AD p̚ r eː AE n uː AG
ก้านชูเกสรตัวเมีย	k aː AE n t ɕʰ uː AG k eː AE s ɔː AG n t u AF a̯ m i AD a̯
ก้านสมอง	k aː AE n s a AD m ɔː AG ŋ
ก้าบ	k aː AE p̚
ก้าม	k aː AE m
ก้ามปู	k aː AE m p uː AG
ก้าว	k aː AE w AC
ก้าวก่าย	k aː AE w AC k aː AE j AB
ก้าวร้าว	k aː AE w AC r aː AE w AC
ก้าวล่วง	k aː AE w AC l u AF a̯ ŋ
ก้าวหน้า	k aː AE w AC n aː AE
ก๊ก	k o AF k̚
ก๊วน	k u AF a̯ n
ก๊อก	k ɔ AF k̚
ก๊อกน้ำ	k ɔ AF k̚ n aː AE m
ก๊อกแตก	k ɔ AF k̚ t ɛː AE k̚
ก๊อป	k ɔ AF p̚
ก๊าซ	k aː AE t̚
ก๊าด	k aː AE t̚
ก๋ง	k o AF ŋ
ก๋วยจั๊บ	k u AF a̯ j AB t ɕ a AD p̚
ก๋วยเตี๋ยว	k u AF a̯ j AB t i AD a̯ w AC
ข	kʰ ɔː AG kʰ a AD j AB
ขงจื๊อ	kʰ o AF ŋ t ɕ ɯː AE
ขงเบ้ง	kʰ o AF ŋ b e AD ŋ
ขจร	kʰ a AD t ɕ ɔː AG n
ขจาย	kʰ a AD t ɕ aː AE j AB
ขจี	kʰ a AD t ɕ iː AE
ขณะ	kʰ a AD n a AD ʔ
ขด	kʰ o AF t̚
ขดาน	kʰ a AD d aː AE n
ขน	kʰ o AF n
ขนตา	kʰ o AF n t aː AE
ขนนก	kʰ o AF n n o AF k̚
ขนบ	kʰ a AD n o AF p̚
ขนม	kʰ a AD n o AF m
ขนมจีน	kʰ a AD n o AF m t ɕ iː AE n
ขนมจีบ	kʰ a AD n o AF m t ɕ iː AE p̚
ขนมปัง	kʰ a AD n o AF m p a AD ŋ
ขนมปังกรอบ	kʰ a AD n o AF m p a AD ŋ k r ɔː AG p̚
ขนมปังขิง	kʰ a AD n o AF m p a AD ŋ kʰ i AD ŋ
ขนมปังปิ้ง	kʰ a AD n o AF m p a AD ŋ p i AD ŋ
ขนมหวาน	kʰ a AD n o AF m w AC aː AE n
ขนมเข่ง	kʰ a AD n o AF m kʰ e AD ŋ
ขนมเบื้อง	kʰ a AD n o AF m b ɯ AD a̯ ŋ
ขนมเปียกปูน	kʰ a AD n o AF m p i AD a̯ k̚ p uː AG n
ขนมเปี๊ยะ	kʰ a AD n o AF m p i AD a̯ ʔ
ขนมไหว้พระจันทร์	kʰ a AD n o AF m w AC aː AE j AB pʰ r a AD t ɕ a AD n
ขนรักแร้	kʰ o AF n r a AD k̚ r ɛː AE
ขนส่ง	kʰ o AF n s o AF ŋ
ขนอุย	kʰ o AF n ʔ u AF j AB
ขนอ่อน	kʰ o AF n ʔ ɔː AG n
ขนัด	kʰ a AD n a AD t̚
ขนาด	kʰ a AD n aː AE t̚
ขนาน	kʰ a AD n aː AE n
ขนุน	kʰ a AD n u AF n
ขนเพชร	kʰ o AF n pʰ e AD t̚
ขนแกะ	kʰ o AF n k ɛ AD ʔ
ขบ	kʰ o AF p̚
ขบถ	kʰ a AD b o AF t̚
ขบวน	kʰ a AD b u AF a̯ n
ขบวนการ	kʰ a AD b u AF a̯ n k aː AE n
ขบวร	kʰ a AD b u AF a̯ n
ขบูร	kʰ a AD b uː AG n
ขพุง	kʰ a AD pʰ u AF ŋ
ขม	kʰ o AF m
ขมขื่น	kʰ o AF m kʰ ɯː AE n
ขมับ	kʰ a AD m a AD p̚
ขมา	kʰ a AD m aː AE
ขมิ้น	kʰ a AD m i AD n
ขมิ้นกับปูน	kʰ a AD m i AD n k a AD p̚ p uː AG n
ขมุ	kʰ a AD m u AF ʔ
ขยว	kʰ i AD a̯ w AC
ขยะ	kʰ a AD j AB a AD ʔ
ขยะแขยง	kʰ a AD j AB a AD kʰ a AD j AB ɛː AE ŋ
ขยัน	kʰ a AD j AB a AD n
ขยับ	kʰ a AD j AB a AD p̚
ขยาด	kʰ a AD j AB aː AE t̚
ขยาย	kʰ a AD j AB aː AE j AB
ขยิบ	kʰ a AD j AB i AD p̚
ขยี้	kʰ a AD j AB iː AE
ขยุกขยิก	kʰ a AD j AB u AF k̚ kʰ a AD j AB i AD k̚
ขรรม	kʰ a AD m
ขรึม	kʰ r ɯ AD m
ขรุขระ	kʰ r u AF kʰ r a AD ʔ
ขร้า	kʰ r aː AE
ขลับ	kʰ l a AD p̚
ขลาด	kʰ l aː AE t̚
ขลิบ	kʰ l i AD p̚
ขลุ่ย	kʰ l u AF j AB
ขลุ่ยหลิบ	kʰ l u AF j AB l i AD p̚
ขลุ่ยอู้	kʰ l u AF j AB ʔ uː AG
ขวด	kʰ u AF a̯ t̚
ขวบ	kʰ u AF a̯ p̚
ขวัญ	kʰ w AC a AD n
ขวา	kʰ w AC aː AE
ขวาก	kʰ w AC aː AE k̚
ขวากหนาม	kʰ w AC aː AE k̚ n aː AE m
ขวาง	kʰ w AC aː AE ŋ
ขวาน	kʰ w AC aː AE n
ขวิด	kʰ w AC i AD t̚
ขว้าง	kʰ w AC aː AE ŋ
ขว้าว	kʰ w AC aː AE w AC
ขอ	kʰ ɔː AG
ของ	kʰ ɔː AG ŋ
ของกลาง	kʰ ɔː AG ŋ k l aː AE ŋ
ของกำนัล	kʰ ɔː AG ŋ k a AD m n a AD n
ของกิน	kʰ ɔː AG ŋ k i AD n
ของขลัง	kʰ ɔː AG ŋ kʰ l a AD ŋ
ของขวัญ	kʰ ɔː AG ŋ kʰ w AC a AD n
ของชำ	kʰ ɔː AG ŋ t ɕʰ a AD m
ของฝาก	kʰ ɔː AG ŋ f aː AE k̚
ของว่าง	kʰ ɔː AG ŋ w AC aː AE ŋ
ของหมั้น	kʰ ɔː AG ŋ m a AD n
ของหวาน	kʰ ɔː AG ŋ w AC aː AE n
ของเรา	kʰ ɔː AG ŋ r a AD w AC
ของเล่น	kʰ ɔː AG ŋ l e AD n
ของเหลว	kʰ ɔː AG ŋ l eː AE w AC
ของแข็ง	kʰ ɔː AG ŋ kʰ ɛ AD ŋ
ของโจร	kʰ ɔː AG ŋ t ɕ oː AG n
ของไหล	kʰ ɔː AG ŋ l a AD j AB
ขอทาน	kʰ ɔː AG tʰ aː AE n
ขอน	kʰ ɔː AG n
ขอนแก่น	kʰ ɔː AG n k ɛ AD n
ขอนไม้	kʰ ɔː AG n m aː AE j AB
ขอบ	kʰ ɔː AG p̚
ขอบคุณ	kʰ ɔː AG p̚ kʰ u AF n
ขอบน้ำใจ	kʰ ɔː AG p̚ n a AD m t ɕ a AD j AB
ขอบพระคุณ	kʰ ɔː AG p̚ pʰ r a AD kʰ u AF n
ขอบฟ้า	kʰ ɔː AG p̚ f aː AE
ขอบฟ้าเหตุการณ์	kʰ ɔː AG p̚ f aː AE h AA eː AE t̚ k aː AE n
ขอบใจ	kʰ ɔː AG p̚ t ɕ a AD j AB
ขอม	kʰ ɔː AG m
ขอยืม	kʰ ɔː AG j AB ɯː AE m
ขอรับ	kʰ ɔː AG r a AD p̚
ขอร้อง	kʰ ɔː AG r ɔː AG ŋ
ขออำไพ	kʰ ɔː AG ʔ a AD m pʰ a AD j AB
ขอโทษ	kʰ ɔː AG tʰ oː AG t̚
ขอให้	kʰ ɔː AG h AA a AD j AB
ขัง	kʰ a AD ŋ
ขัณฑสกร	kʰ a AD n tʰ o AF t̚ s a AD k ɔː AG n
ขัด	kʰ a AD t̚
ขัดขวาง	kʰ a AD t̚ kʰ w AC aː AE ŋ
ขัดขืน	kʰ a AD t̚ kʰ ɯː AE n
ขัดข้อง	kʰ a AD t̚ kʰ ɔ AF ŋ
ขัดเกลา	kʰ a AD t̚ k l a AD w AC
ขัดแย้ง	kʰ a AD t̚ j AB ɛː AE ŋ
ขัดใจ	kʰ a AD t̚ t ɕ a AD j AB
ขัน	kʰ a AD n
ขันทองพยาบาท	kʰ a AD n tʰ ɔː AG ŋ pʰ a AD j AB aː AE b aː AE t̚
ขันที	kʰ a AD n tʰ iː AE
ขันหมาก	kʰ a AD n m aː AE k̚
ขันโตก	kʰ a AD n t oː AG k̚
ขับ	kʰ a AD p̚
ขับขี่	kʰ a AD p̚ kʰ iː AE
ขับร้อง	kʰ a AD p̚ r ɔː AG ŋ
ขับเคลื่อน	kʰ a AD p̚ kʰ l ɯ AD a̯ n
ขับไล่	kʰ a AD p̚ l a AD j AB
ขั้น	kʰ a AD n
ขั้นตอน	kʰ a AD n t ɔː AG n
ขั้นต่ำ	kʰ a AD n t a AD m
ขั้ว	kʰ u AF a̯
ขั้วโลก	kʰ u AF a̯ l oː AG k̚
ขา	kʰ aː AE
ขาก	kʰ aː AE k̚
ขากรรไกร	kʰ aː AE k a AD n k r a AD j AB
ขาด	kʰ aː AE t̚
ขาดคอช้าง	kʰ aː AE t̚ kʰ ɔː AG t ɕʰ aː AE ŋ
ขาดใจ	kʰ aː AE t̚ t ɕ a AD j AB
ขาน	kʰ aː AE n
ขานขันหมาก	kʰ aː AE n kʰ a AD n m aː AE k̚
ขาบ	kʰ aː AE p̚
ขาม	kʰ aː AE m
ขาย	kʰ aː AE j AB
ขายตัว	kʰ aː AE j AB t u AF a̯
ขายหน้า	kʰ aː AE j AB n aː AE
ขาล	kʰ aː AE n
ขาลศก	kʰ aː AE n s o AF k̚
ขาว	kʰ aː AE w AC
ขาอ่อน	kʰ aː AE ʔ ɔː AG n
ขำ	kʰ a AD m
ขิง	kʰ i AD ŋ
ขิม	kʰ i AD m
ขีด	kʰ iː AE t̚
ขีดฆ่า	kʰ iː AE t̚ kʰ aː AE
ขีดจำกัด	kʰ iː AE t̚ t ɕ a AD m k a AD t̚
ขีปนาวุธ	kʰ iː AE p a AD n aː AE w AC u AF t̚
ขี่	kʰ iː AE
ขี่ช้างจับตั๊กแตน	kʰ iː AE t ɕʰ aː AE ŋ t ɕ a AD p̚ t a AD k̚ k a AD t ɛː AE n
ขี่ม้าขาว	kʰ iː AE m aː AE kʰ aː AE w AC
ขี้	kʰ iː AE
ขี้ขลาด	kʰ iː AE kʰ l aː AE t̚
ขี้ข้า	kʰ iː AE kʰ aː AE
ขี้คร้าน	kʰ iː AE kʰ r aː AE n
ขี้งก	kʰ iː AE ŋ o AF k̚
ขี้ตา	kʰ iː AE t aː AE
ขี้ทูด	kʰ iː AE tʰ uː AG t̚
ขี้ผึ้ง	kʰ iː AE pʰ ɯ AD ŋ
ขี้มูก	kʰ iː AE m uː AG k̚
ขี้ราดโทษล่อง	kʰ iː AE r aː AE t̚ tʰ oː AG t̚ l ɔ AF ŋ
ขี้ร้อน	kʰ iː AE r ɔː AG n
ขี้ลืม	kʰ iː AE l ɯː AE m
ขี้หนาว	kʰ iː AE n aː AE w AC
ขี้หนู	kʰ iː AE n uː AG
ขี้หมูขี้หมา	kʰ iː AE m uː AG kʰ iː AE m aː AE
ขี้หู	kʰ iː AE h AA uː AG
ขี้เกียจ	kʰ iː AE k i AD a̯ t̚
ขี้เถ้า	kʰ iː AE tʰ a AD w AC
ขี้เปียก	kʰ iː AE p i AD a̯ k̚
